compn,pKa,correct name,reference,smiles,smarts,inchi,inchiKey
pyrazole3carboxylic_neut->an,3.84,pyrazolecarboxylic,10.1002/9780470186848,"['[H]OC(=O)c1c([H])c([H])nn1[H]', '[H]OC(=O)c1nn([H])c([H])c1[H]', '[H]c1c(C(=O)[O-])n([H])[n+]([H])c1[H]']","['[#8](-[#6](=[#8])-[#6]1:[#7](:[#7]:[#6](:[#6]:1-[H])-[H])-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#7]:[#7](:[#6](:[#6]:1-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#7](:[#7+](:[#6](:[#6]:1-[H])-[H])-[H])-[H]']","['InChI=1S/C4H4N2O2/c7-4(8)3-1-2-5-6-3/h1-2H,(H,5,6)(H,7,8)']",['KOPFEFZSAMLEHK-UHFFFAOYSA-N']
5nitroindazole_neut->an,11.69,5-nitroindazole,https://doi.org/10.1016/S0065-2725(08)60162-2,"['[H]c1c([N+](=O)[O-])c([H])c2c([H])nn([H])c2c1[H]', '[H]c1c([N+](=O)[O-])c([H])c2c([H])n([H])nc2c1[H]']","['[#6]12:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[#7+](=[#8])-[#8-])-[H])-[H]):[#7](:[#7]:[#6]:2-[H])-[H]', '[#6]12:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[#7+](=[#8])-[#8-])-[H])-[H]):[#7]:[#7](:[#6]:2-[H])-[H]']","['InChI=1S/C7H5N3O2/c11-10(12)6-1-2-7-5(3-6)4-8-9-7/h1-4H,(H,8,9)']",['WSGURAYTCUVDQL-UHFFFAOYSA-N']
6nitroindazole_neut->an,11.67,6-nitroindazole,https://doi.org/10.1016/S0065-2725(08)60162-2,"['[H]c1c([N+](=O)[O-])c([H])c2c(c([H])nn2[H])c1[H]', '[H]c1c([N+](=O)[O-])c([H])c2nn([H])c([H])c2c1[H]']","['[#6]12:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#7+](=[#8])-[#8-])-[H]):[#7](:[#7]:[#6]:2-[H])-[H]', '[#6]12:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#7+](=[#8])-[#8-])-[H]):[#7]:[#7](:[#6]:2-[H])-[H]']","['InChI=1S/C7H5N3O2/c11-10(12)6-2-1-5-4-8-9-7(5)3-6/h1-4H,(H,8,9)']",['ORZRMRUXSPNQQL-UHFFFAOYSA-N']
7nitroindazole_neut->an,12.48,7-nitroindazole,https://doi.org/10.1016/S0065-2725(08)60162-2,"['[H]c1c([H])c([H])c2c([H])n([H])nc2c1[N+](=O)[O-]', '[H]c1c([H])c([N+](=O)[O-])c2c(c([H])nn2[H])c1[H]']","['[#8]=[#7+](-[#8-])-[#6]1:[#6]2:[#7]:[#7](:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H]', '[#8]=[#7+](-[#8-])-[#6]1:[#6]2:[#7](:[#7]:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H5N3O2/c11-10(12)6-3-1-2-5-4-8-9-7(5)6/h1-4H,(H,8,9)']",['PQCAUHUKTBHUSA-UHFFFAOYSA-N']
4hydroxyindazole_neut->an,8.65,4-hydroxyindazole,10.1002/9780470186848,"['[H]c1c([H])c2n([H])n([H])c([H])c-2c(=O)c1[H]', '[H]Oc1c([H])c([H])c([H])c2c1c([H])nn2[H]', '[H]Oc1c([H])c([H])c([H])c2nn([H])c([H])c12']","['[#8]=[#6]1:[#6]2-[#6](:[#7](:[#7](:[#6]:2-[H])-[H])-[H]):[#6](:[#6](:[#6]:1-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#6](:[#7](:[#7]:[#6]:2-[H])-[H]):[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#6](:[#7]:[#7](:[#6]:2-[H])-[H]):[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H]']","['InChI=1S/C7H6N2O/c10-7-3-1-2-6-5(7)4-8-9-6/h1-4,8-9H', 'InChI=1S/C7H6N2O/c10-7-3-1-2-6-5(7)4-8-9-6/h1-4,10H,(H,8,9)']","['FYKGXYNPTUSSHT-UHFFFAOYSA-N', 'MPFDHICUUKUXLG-UHFFFAOYSA-N']"
5hydroxyindazole_neut->an,10.05,5-hydroxyindazole,10.1002/9780470186848,"['[H]Oc1c([H])c([H])c2c(c([H])nn2[H])c1[H]', '[H]c1c([O-])c([H])c2c([H])[n+]([H])n([H])c2c1[H]', '[H]Oc1c([H])c([H])c2nn([H])c([H])c2c1[H]']","['[#8](-[#6]1:[#6](:[#6]2:[#6](:[#7](:[#7]:[#6]:2-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H])-[H]', '[#8]-[#6]1:[#6](:[#6]2:[#6](:[#7](:[#7+](:[#6]:2-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8](-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#7](:[#6]:2-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H])-[H]']","['InChI=1S/C7H6N2O/c10-6-1-2-7-5(3-6)4-8-9-7/h1-4,10H,(H,8,9)']",['ZHDXWEPRYNHNDC-UHFFFAOYSA-N']
6hydroxyindazole_neut->an,9.35,6-hydroxyindazole,10.1002/9780470186848,"['[H]Oc1c([H])c([H])c2c([H])n([H])nc2c1[H]', '[H]c1c2c([H])n([H])n([H])c-2c([H])c(=O)c1[H]', '[H]Oc1c([H])c([H])c2c([H])nn([H])c2c1[H]']","['[#8](-[#6]1:[#6](:[#6]2:[#7]:[#7](:[#6](:[#6]:2:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6]1:[#6](:[#6]2:[#7](:[#7](:[#6](:[#6]-2:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6](:[#6]2:[#7](:[#7]:[#6](:[#6]:2:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H6N2O/c10-6-2-1-5-4-8-9-7(5)3-6/h1-4,10H,(H,8,9)', 'InChI=1S/C7H6N2O/c10-6-2-1-5-4-8-9-7(5)3-6/h1-4,8-9H']","['NUYZVDBIVNOTSC-UHFFFAOYSA-N', 'FVCQWGDUOULXIJ-UHFFFAOYSA-N']"
7hydroxyindazole_neut->an,8.6,7-hydroxyindazole,10.1002/9780470186848,"['[H]Oc1c([H])c([H])c([H])c2c([H])n([H])nc12', '[H]Oc1c([H])c([H])c([H])c2c([H])nn([H])c12', '[H]c1c([H])c([O-])c2c(c1[H])c([H])[n+]([H])n2[H]']","['[#8](-[#6]1:[#6]2:[#7]:[#7](:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#7](:[#7]:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8]-[#6]1:[#6]2:[#7](:[#7+](:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H6N2O/c10-6-3-1-2-5-4-8-9-7(5)6/h1-4,10H,(H,8,9)']",['VEDLFQPHHBOHIR-UHFFFAOYSA-N']
6aminoindazole_cation->neut,3.66,6-aminoindazole,10.1002/9780470186848,"['[H]c1c(N([H])[H])c([H])c2nn([H])c([H])c2c1[H]', '[H]c1c(N([H])[H])c([H])c2c(c([H])nn2[H])c1[H]']","['[#7]1:[#7](:[#6](:[#6]2:[#6]:1:[#6](:[#6](-[#7](-[H])-[H]):[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#7]1(:[#7]:[#6](:[#6]2:[#6]:1:[#6](:[#6](-[#7](-[H])-[H]):[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H7N3/c8-6-2-1-5-4-9-10-7(5)3-6/h1-4H,8H2,(H,9,10)']",['KEJFADGISRFLFO-UHFFFAOYSA-N']
quinazolinehydrate_cation->neut,7.77,"(4r)-1,4-dihydroquinazolin-4-ol",pubs.rsc.org/en/content/articlepdf/1967/j2/j29670000449,"['[H]O[C@@]1([H])N=C([H])N([H])c2c([H])c([H])c([H])c([H])c21', '[H]C1=[N+]([H])[C@]([H])([O-])c2c([H])c([H])c([H])c([H])c2N1[H]', '[H]O[C@]1([H])c2c([H])c([H])c([H])c([H])c2N=C([H])N1[H]']","['[#7]1(-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[#6@@](-[#7]=[#6]-1-[H])(-[H])-[#8]-[H])-[H]', '[#7]1(-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[#6@@](-[#7+](=[#6]-1-[H])-[H])(-[H])-[#8-])-[H]', '[#7]1-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[#6@@](-[#7](-[#6]=1-[H])-[H])(-[H])-[#8]-[H]']","['InChI=1S/C8H8N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5,8,11H,(H,9,10)/t8-/m1/s1', 'InChI=1S/C8H7N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5,8H,(H,9,10)/q-1/p+1/t8-/m1/s1']","['RFXUVQZRJWPTLS-MRVPVSSYSA-N', 'PPWKRVYUALDZFR-MRVPVSSYSA-O']"
4methyl2methylthioquinazoline_cation->neut,1.86,4-methyl-2-methylsulfanylquinazoline,10.1002/9780470186916,['[H]c1c([H])c([H])c2c(C([H])([H])[H])nc(SC([H])([H])[H])nc2c1[H]'],['[#16](-[#6]1:[#7]:[#6](:[#6]2:[#6](:[#7]:1):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C10H10N2S/c1-7-8-5-3-4-6-9(8)12-10(11-7)13-2/h3-6H,1-2H3']",['ZHJVJLFNCJXUKT-UHFFFAOYSA-N']
1456tetrahydropyrimidine_cation->neut,13,"1,4,5,6-tetrahydropyrimidine",10.1002/9780470186763,['[H]C1=NC([H])([H])C([H])([H])C([H])([H])N1[H]'],['[#7]1(-[#6@](-[#6@](-[#6@@](-[#7]=[#6]-1-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C4H8N2/c1-2-5-4-6-3-1/h4H,1-3H2,(H,5,6)']",['VBXZSFNZVNDOPB-UHFFFAOYSA-N']
2amino1456tetrahydropyrimidine_cation->neut,14.1,"2-amino-1,4,5,6-tetrahydropyrimidine",10.1002/9780470186763,"['[H]N=C1N([H])C([H])([H])C([H])([H])C([H])([H])N1[H]', '[H]N([H])C1=NC([H])([H])C([H])([H])C([H])([H])N1[H]']","['[#7]1(-[#6@](-[#6@](-[#6@@](-[#7](-[#6]-1=[#7]-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H]', '[#7]1-[#6@](-[#6@](-[#6@@](-[#7](-[#6]=1-[#7](-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]']","['InChI=1S/C4H9N3/c5-4-6-2-1-3-7-4/h1-3H2,(H3,5,6,7)']",['PEHDFSFYZKSKGH-UHFFFAOYSA-N']
2phenyl1456tetrahydropyrimidine_cation->neut,12.8,"2-phenyl-1,4,5,6-tetrahydropyrimidine",10.1002/9780470186763,['[H]c1c([H])c([H])c(C2=NC([H])([H])C([H])([H])C([H])([H])N2[H])c([H])c1[H]'],['[#7]1(-[#6@](-[#6@](-[#6@@](-[#7]=[#6]-1-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C10H12N2/c1-2-5-9(6-3-1)10-11-7-4-8-12-10/h1-3,5-6H,4,7-8H2,(H,11,12)']",['MNLNQEMXGZMOEI-UHFFFAOYSA-N']
2methoxy1456tetrahydropyrimidine_cation->neut,10.79,"2-methoxy-1,4,5,6-tetrahydropyrimidine",10.1002/9780470186763,['[H]N1C(OC([H])([H])[H])=NC([H])([H])C([H])([H])C1([H])[H]'],"['[#7]1(-[#6@](-[#6@](-[#6@@](-[#7]=[#6]-1-[#8]-[#6@@](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H]', '[#7]1-[#6@](-[#6@](-[#6@@](-[#7](-[#6]=1-[#8]-[#6@@](-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]']","['InChI=1S/C5H10N2O/c1-8-5-6-3-2-4-7-5/h2-4H2,1H3,(H,6,7)']",['ORJASSSXCGDBPQ-UHFFFAOYSA-N']
5methoxy1456tetrahydropyrimidine_cation->neut,11.72,"5-methoxy-1,4,5,6-tetrahydropyrimidine",10.1002/9780470186763,"['[H]C1=NC([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])N1[H]', '[H]C1=NC([H])([H])[C@]([H])(OC([H])([H])[H])C([H])([H])N1[H]']","['[#7]1(-[#6@](-[#6@](-[#6@@](-[#7]=[#6]-1-[H])(-[H])-[H])(-[H])-[#8]-[#6@@](-[H])(-[H])-[H])(-[H])-[H])-[H]', '[#7]1-[#6@](-[#6@](-[#6@@](-[#7](-[#6]=1-[H])-[H])(-[H])-[H])(-[H])-[#8]-[#6@@](-[H])(-[H])-[H])(-[H])-[H]', '[#7]1(-[#6@](-[#6@@](-[#6@@](-[#7]=[#6]-1-[H])(-[H])-[H])(-[H])-[#8]-[#6@@](-[H])(-[H])-[H])(-[H])-[H])-[H]']","['InChI=1S/C5H10N2O/c1-8-5-2-6-4-7-3-5/h4-5H,2-3H2,1H3,(H,6,7)']",['LYCRULPABDDZKY-UHFFFAOYSA-N']
5hydroxy1456tetrahydropyrimidine_cation->neut,10.9,"5-hydroxy-1,4,5,6-tetrahydropyrimidine",10.1002/9780470186763,"['[H]O[C@@]1([H])C([H])([H])N=C([H])N([H])C1([H])[H]', '[H]O[C@]1([H])C([H])([H])N=C([H])N([H])C1([H])[H]']","['[#7]1-[#6@](-[#6@](-[#6@@](-[#7](-[#6]=1-[H])-[H])(-[H])-[H])(-[H])-[#8]-[H])(-[H])-[H]', '[#7]1(-[#6@](-[#6@](-[#6@@](-[#7]=[#6]-1-[H])(-[H])-[H])(-[H])-[#8]-[H])(-[H])-[H])-[H]']","['InChI=1S/C4H8N2O/c7-4-1-5-3-6-2-4/h3-4,7H,1-2H2,(H,5,6)']",['GFXUYRQLMLOJCU-UHFFFAOYSA-N']
5hydroxy2methyl1456tetrahydropyrimidine_cation->neut,11.4,"2-methyl-1,4,5,6-tetrahydropyrimidin-5-ol",10.1002/9780470186763,"['[H]O[C@@]1([H])C([H])([H])N=C(C([H])([H])[H])N([H])C1([H])[H]', '[H]O[C@]1([H])C([H])([H])N=C(C([H])([H])[H])N([H])C1([H])[H]']","['[#7]1-[#6@](-[#6@](-[#6@@](-[#7](-[#6]=1-[#6@@](-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[#8]-[H])(-[H])-[H]', '[#7]1(-[#6@](-[#6@](-[#6@@](-[#7]=[#6]-1-[#6@@](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[#8]-[H])(-[H])-[H])-[H]']","['InChI=1S/C5H10N2O/c1-4-6-2-5(8)3-7-4/h5,8H,2-3H2,1H3,(H,6,7)']",['UAHMIEUNZGLOKN-UHFFFAOYSA-N']
22466pentamethyl1256tetrahydropyrimidine_cation->neut,8.11,"2,2,4,6,6-pentamethyltetrahydro pyrimidine",10.1002/9780470186763,['[H]N1C(C([H])([H])[H])(C([H])([H])[H])N=C(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H]'],['[#7]1(-[#6@@](-[#6@](-[#6](=[#7]-[#6@@]-1(-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])(-[H])-[H])(-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C9H18N2/c1-7-6-8(2,3)11-9(4,5)10-7/h11H,6H2,1-5H3']",['PIFBMJMXJMZZRG-UHFFFAOYSA-N']
2amino5bromopyrimidine_cation->neut,1.95,2-amino-5-bromopyrimidine,10.1002/9780470186763,['[H]c1nc(N([H])[H])nc([H])c1Br'],['[#35]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[H])-[#7](-[H])-[H])-[H]'],"['InChI=1S/C4H4BrN3/c5-3-1-7-4(6)8-2-3/h1-2H,(H2,6,7,8)']",['UHRHPPKWXSNZLR-UHFFFAOYSA-N']
2amino5bromo4tertbutylpyrimidine_cation->neut,2.93,5-bromo-4-tert-butylpyrimidin-2-amine,10.1002/9780470186763,['[H]c1nc(N([H])[H])nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1Br'],['[#35]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#6@@](-[#6@@](-[H])(-[H])-[H])(-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#7](-[H])-[H])-[H]'],"['InChI=1S/C8H12BrN3/c1-8(2,3)6-5(9)4-11-7(10)12-6/h4H,1-3H3,(H2,10,11,12)']",['WDRQTXCHDQOGQL-UHFFFAOYSA-N']
2amino5bromo4methylpyrimidine_cation->neut,2.66,2-amino-5-bromo-4-methylpyrimidine,10.1002/9780470186763,['[H]c1nc(N([H])[H])nc(C([H])([H])[H])c1Br'],['[#35]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#7](-[H])-[H])-[H]'],"['InChI=1S/C5H6BrN3/c1-3-4(6)2-8-5(7)9-3/h2H,1H3,(H2,7,8,9)']",['LPQVTZJEIXYDQA-UHFFFAOYSA-N']
2amino5bromo46dimethylpyrimidine_cation->neut,3.35,"2-amino-5-bromo-4,6-dimethylpyrimidine",10.1002/9780470186763,['[H]N([H])c1nc(C([H])([H])[H])c(Br)c(C([H])([H])[H])n1'],['[#35]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#7](-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C6H8BrN3/c1-3-5(7)4(2)10-6(8)9-3/h1-2H3,(H2,8,9,10)']",['ACJZZTRAZBNBGJ-UHFFFAOYSA-N']
2amino5bromo4hydroxypyrimidine_cation->neut,2.56,2-amino-5-bromo-4-hydroxypyrimidine,10.1002/9780470186763,"['[H]c1nc(N([H])[H])n([H])c(=O)c1Br', '[H]c1c(Br)c(=O)nc(N([H])[H])n1[H]', '[H]Oc1nc(N([H])[H])nc([H])c1Br']","['[#35]-[#6]1:[#6](:[#7]:[#6](:[#7](:[#6]:1=[#8])-[H])-[#7](-[H])-[H])-[H]', '[#35]-[#6]1:[#6](:[#7](:[#6](:[#7]:[#6]:1=[#8])-[#7](-[H])-[H])-[H])-[H]', '[#35]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#8]-[H])-[#7](-[H])-[H])-[H]']","['InChI=1S/C4H4BrN3O/c5-2-1-7-4(6)8-3(2)9/h1H,(H3,6,7,8,9)']",['PDLZQTZTKDRRAP-UHFFFAOYSA-N']
2amino5bromo4hydroxypyrimidine_neut->an,8.05,2-amino-5-bromo-4-hydroxypyrimidine,10.1002/9780470186763,"['[H]c1nc(N([H])[H])n([H])c(=O)c1Br', '[H]c1c(Br)c(=O)nc(N([H])[H])n1[H]', '[H]Oc1nc(N([H])[H])nc([H])c1Br']","['[#35]-[#6]1:[#6](:[#7]:[#6](:[#7](:[#6]:1=[#8])-[H])-[#7](-[H])-[H])-[H]', '[#35]-[#6]1:[#6](:[#7](:[#6](:[#7]:[#6]:1=[#8])-[#7](-[H])-[H])-[H])-[H]', '[#35]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#8]-[H])-[#7](-[H])-[H])-[H]']","['InChI=1S/C4H4BrN3O/c5-2-1-7-4(6)8-3(2)9/h1H,(H3,6,7,8,9)']",['PDLZQTZTKDRRAP-UHFFFAOYSA-N']
2amino5chloro4hydroxypyrimidine_cation->neut,2.53,2-amino-5-chloro-4(3h)-pyrimidinone,10.1002/9780470186763,"['[H]Oc1nc(N([H])[H])nc([H])c1Cl', '[H]c1nc(N([H])[H])n([H])c(=O)c1Cl', '[H]c1c(Cl)c(=O)nc(N([H])[H])n1[H]']","['[#8](-[#6]1:[#7]:[#6](:[#7]:[#6](:[#6]:1-[#17])-[H])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](:[#7]:[#6](:[#6]:1-[#17])-[H])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7]:[#6](:[#7](:[#6](:[#6]:1-[#17])-[H])-[H])-[#7](-[H])-[H]']","['InChI=1S/C4H4ClN3O/c5-2-1-7-4(6)8-3(2)9/h1H,(H3,6,7,8,9)']",['GOCAKGMHAFDMNQ-UHFFFAOYSA-N']
2amino5chloro4hydroxypyrimidine_neut->an,7.97,2-amino-5-chloro-4(3h)-pyrimidinone,10.1002/9780470186763,"['[H]Oc1nc(N([H])[H])nc([H])c1Cl', '[H]c1nc(N([H])[H])n([H])c(=O)c1Cl', '[H]c1c(Cl)c(=O)nc(N([H])[H])n1[H]']","['[#8](-[#6]1:[#7]:[#6](:[#7]:[#6](:[#6]:1-[#17])-[H])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](:[#7]:[#6](:[#6]:1-[#17])-[H])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7]:[#6](:[#7](:[#6](:[#6]:1-[#17])-[H])-[H])-[#7](-[H])-[H]']","['InChI=1S/C4H4ClN3O/c5-2-1-7-4(6)8-3(2)9/h1H,(H3,6,7,8,9)']",['GOCAKGMHAFDMNQ-UHFFFAOYSA-N']
2amino5fluoro4hydroxypyrimidine_cation->neut,2.57,2-amino-5-fluoro-4-hydroxypyrimidine,10.1002/9780470186763,"['[H]Oc1nc(N([H])[H])nc([H])c1F', '[H]c1nc(N([H])[H])n([H])c(=O)c1F', '[H]c1c(F)c(=O)nc(N([H])[H])n1[H]']","['[#9]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#8]-[H])-[#7](-[H])-[H])-[H]', '[#9]-[#6]1:[#6](:[#7]:[#6](:[#7](:[#6]:1=[#8])-[H])-[#7](-[H])-[H])-[H]', '[#9]-[#6]1:[#6](:[#7](:[#6](:[#7]:[#6]:1=[#8])-[#7](-[H])-[H])-[H])-[H]']","['InChI=1S/C4H4FN3O/c5-2-1-7-4(6)8-3(2)9/h1H,(H3,6,7,8,9)']",['NECBMBRAYJLMMF-UHFFFAOYSA-N']
2amino5fluoro4hydroxypyrimidine_neut->an,8.04,2-amino-5-fluoro-4-hydroxypyrimidine,10.1002/9780470186763,"['[H]Oc1nc(N([H])[H])nc([H])c1F', '[H]c1nc(N([H])[H])n([H])c(=O)c1F', '[H]c1c(F)c(=O)nc(N([H])[H])n1[H]']","['[#9]-[#6]1:[#6](:[#7]:[#6](:[#7]:[#6]:1-[#8]-[H])-[#7](-[H])-[H])-[H]', '[#9]-[#6]1:[#6](:[#7]:[#6](:[#7](:[#6]:1=[#8])-[H])-[#7](-[H])-[H])-[H]', '[#9]-[#6]1:[#6](:[#7](:[#6](:[#7]:[#6]:1=[#8])-[#7](-[H])-[H])-[H])-[H]']","['InChI=1S/C4H4FN3O/c5-2-1-7-4(6)8-3(2)9/h1H,(H3,6,7,8,9)']",['NECBMBRAYJLMMF-UHFFFAOYSA-N']
2amino4chloro6hydroxypyrimidine_cation->neut,0.5,2-amino-4-chloro-6-hydroxypyrimidine,10.1002/9780470186763,"['[H]Oc1nc(N([H])[H])nc(Cl)c1[H]', '[H]c1c(Cl)nc(N([H])[H])n([H])c1=O', '[H]c1c(Cl)n([H])c(N([H])[H])nc1=O']","['[#8](-[#6]1:[#7]:[#6](:[#7]:[#6](:[#6]:1-[H])-[#17])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](:[#7]:[#6](:[#6]:1-[H])-[#17])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7]:[#6](:[#7](:[#6](:[#6]:1-[H])-[#17])-[H])-[#7](-[H])-[H]']","['InChI=1S/C4H4ClN3O/c5-2-1-3(9)8-4(6)7-2/h1H,(H3,6,7,8,9)']",['VBWACOJLJYUFKJ-UHFFFAOYSA-N']
2amino4chloro6hydroxypyrimidine_neut->an,8.06,2-amino-4-chloro-6-hydroxypyrimidine,10.1002/9780470186763,"['[H]Oc1nc(N([H])[H])nc(Cl)c1[H]', '[H]c1c(Cl)nc(N([H])[H])n([H])c1=O', '[H]c1c(Cl)n([H])c(N([H])[H])nc1=O']","['[#8](-[#6]1:[#7]:[#6](:[#7]:[#6](:[#6]:1-[H])-[#17])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](:[#7]:[#6](:[#6]:1-[H])-[#17])-[#7](-[H])-[H])-[H]', '[#8]=[#6]1:[#7]:[#6](:[#7](:[#6](:[#6]:1-[H])-[#17])-[H])-[#7](-[H])-[H]']","['InChI=1S/C4H4ClN3O/c5-2-1-3(9)8-4(6)7-2/h1H,(H3,6,7,8,9)']",['VBWACOJLJYUFKJ-UHFFFAOYSA-N']
2amino5cyano46dimethylpyrimidine_cation->neut,1.67,"2-amino-4,6-dimethyl-5-pyrimidinecarbonitrile",10.1002/9780470186763,['[H]N([H])c1nc(C([H])([H])[H])c(C#N)c(C([H])([H])[H])n1'],['[#7]1:[#6](:[#7]:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#6]#[#7])-[#6@@](-[H])(-[H])-[H])-[#7](-[H])-[H]'],"['InChI=1S/C7H8N4/c1-4-6(3-8)5(2)11-7(9)10-4/h1-2H3,(H2,9,10,11)']",['ANGZOXLMUQBFLW-UHFFFAOYSA-N']
2amino5cyano4methylpyrimidine_cation->neut,1.14,2-amino-4-methyl-5-cyanopyrimidine,10.1002/9780470186763,['[H]c1nc(N([H])[H])nc(C([H])([H])[H])c1C#N'],['[#7]1:[#6](:[#7]:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#6]#[#7])-[H])-[#7](-[H])-[H]'],"['InChI=1S/C6H6N4/c1-4-5(2-7)3-9-6(8)10-4/h3H,1H3,(H2,8,9,10)']",['UAMNOSOUFLKQAB-UHFFFAOYSA-N']
2amino46diphenylpyrimidine_cation->neut,3.78,"2-amino-4,6-diphenyl-pyrimidine",10.1002/9780470186763,['[H]c1c(-c2c([H])c([H])c([H])c([H])c2[H])nc(N([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H]'],['[#7]1:[#6](:[#7]:[#6](:[#6](:[#6]:1-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[#7](-[H])-[H]'],"['InChI=1S/C16H13N3/c17-16-18-14(12-7-3-1-4-8-12)11-15(19-16)13-9-5-2-6-10-13/h1-11H,(H2,17,18,19)']",['KZUCBEYDRUCBCS-UHFFFAOYSA-N']
